PARLID	PROVINCE	RIDING	DATE	NAME	PARTY	JOB	VOTES	PERC	ELECTED	ELECTIONNUM
0	Quebec	OTTAWA (COUNTY OF)	1878-09-17	CAMERON, J.A.	Unknown		1385	31.41	0	4
512	Quebec	PONTIAC	1878-09-17	POUPORE, John	Cons.	farmer	1381	54.05	1	4
113	Quebec	PONTIAC	1878-09-17	MURRAY, Thos.	Unknown		1174	45.95	0	4
513	Quebec	PORTNEUF	1878-09-17	VALLEE, Roch-Pamphile	Cons.	journalist	1605	50.52	1	4
0	Quebec	PORTNEUF	1878-09-17	ST-GEORGES, Esdras Alfred de	Lib	physician	1572	49.48	0	4
405	Quebec	QUEBEC COUNTY	1878-09-17	CARON, A.P.	Cons.	lawyer	1702	61.33	1	4
0	Quebec	QUEBEC COUNTY	1878-09-17	THIBODEAU, J.	Unknown		1073	38.67	0	4
396	Quebec	QUEBEC EAST	1878-09-17	LAURIER, W.	Lib	lawyer	1946	62.49	1	4
0	Quebec	QUEBEC EAST	1878-09-17	VALLIERES, Phi.	Unknown		1168	37.51	0	4
183	Quebec	QUEBEC WEST	1878-09-17	MCGREEVY, Thomas	Lib.-Cons.	contractor	-1	100.0	1	4
514	Quebec	QUEBEC-CENTRE	1878-09-17	MALOUIN, Jacques	Ind.	lawyer	1001	56.14	1	4
318	Quebec	QUEBEC-CENTRE	1878-09-17	ROSS, J.G.	Unknown		782	43.86	0	4
515	Quebec	RICHELIEU	1878-09-17	MASSUE, Louis Huet	Lib.-Cons.	farmer	1227	52.35	1	4
320	Quebec	RICHELIEU	1878-09-17	BARTHE, G.I.	I Con	lawyer	1117	47.65	0	4
516	Quebec	RICHMOND--WOLFE	1878-09-17	IVES, William Bullock	Cons.	businessman	1684	61.17	1	4
407	Quebec	RICHMOND--WOLFE	1878-09-17	AYLMER, H.	Lib	lawyer	1069	38.83	0	4
321	Quebec	RIMOUSKI	1878-09-17	FISET, J.B.R.	Lib	physician	2003	56.31	1	4
151	Quebec	RIMOUSKI	1878-09-17	LANGEVIN, H.L.	Cons.	lawyer	1554	43.69	0	4
408	Quebec	ROUVILLE	1878-09-17	GIGAULT, George Auguste	Cons.	notary	1073	50.83	1	4
0	Quebec	ROUVILLE	1878-09-17	CHEVAL, G.	Lib	merchant	1038	49.17	0	4
189	Quebec	SAINT MAURICE	1878-09-17	DESAULNIERS, Louis-Leon Lesieur	Cons.	physician	811	52.59	1	4
0	Quebec	SAINT MAURICE	1878-09-17	REMINGTON, S.J.	Unknown		731	47.41	0	4
190	Quebec	SHEFFORD	1878-09-17	HUNTINGTON, Lucius Seth	Lib	lawyer	1414	49.23	1	4
0	Quebec	SHEFFORD	1878-09-17	NICOL, R.	Unknown		1186	41.3	0	4
517	Quebec	SHEFFORD	1878-09-17	AUGER, M.	Unknown		272	9.47	0	4
324	Quebec	SHERBROOKE (TOWN OF)	1878-09-17	BROOKS, Edward T.	Cons.	lawyer	-1	100.0	1	4
325	Quebec	SOULANGES	1878-09-17	LANTHIER, Jacques-Philippe	Cons.	shopkeeper	852	72.39	1	4
0	Quebec	SOULANGES	1878-09-17	MASSON, L.H.	Unknown		325	27.61	0	4
518	Quebec	ST. HYACINTHE	1878-09-17	TELLIER, Louis	Cons.	lawyer	1181	50.13	1	4
322	Quebec	ST. HYACINTHE	1878-09-17	MERCIER, H.	Unknown		1175	49.87	0	4
194	Quebec	ST. JOHN'S	1878-09-17	BOURASSA, Francois	Lib	militia captain	780	57.23	1	4
0	Quebec	ST. JOHN'S	1878-09-17	LOUPRET, Chs.	Unknown		583	42.77	0	4
195	Quebec	STANSTEAD	1878-09-17	COLBY, Charles C.	Lib.-Cons.	lawyer	1492	66.91	1	4
0	Quebec	STANSTEAD	1878-09-17	JOHNSON, E.R.	Unknown		738	33.09	0	4
519	Quebec	TEMISCOUATA	1878-09-17	GRANDBOIS, Paul-Etienne	Cons.	physician	1079	53.13	1	4
0	Quebec	TEMISCOUATA	1878-09-17	POULIOT, A.	Unknown		952	46.87	0	4
197	Quebec	TERREBONNE	1878-09-17	MASSON, L.F.R.	Cons.	lawyer	1194	86.84	1	4
0	Quebec	TERREBONNE	1878-09-17	LONGPRE, A.-B.	Unknown		181	13.16	0	4
329	Quebec	THREE RIVERS	1878-09-17	MCDOUGALL, William	Cons.	lawyer	584	57.25	1	4
0	Quebec	THREE RIVERS	1878-09-17	MALHIOT, H.G.	Unknown		436	42.75	0	4
199	Quebec	TWO MOUNTAINS	1878-09-17	DAOUST, J.B.	Cons.	farmer	797	98.64	1	4
0	Quebec	TWO MOUNTAINS	1878-09-17	CHAGNON, J.A.	Unknown		11	1.36	0	4
520	Quebec	VAUDREUIL	1878-09-17	MONGENAIS, Jean Bt.	Cons.	merchant	764	52.11	1	4
331	Quebec	VAUDREUIL	1878-09-17	HARWOOD, Robert	Lib.-Cons.	farmer	702	47.89	0	4
201	Quebec	VERCHERES	1878-09-17	GEOFFRION, Felix	Lib	notary	935	51.52	1	4
0	Quebec	VERCHERES	1878-09-17	DUCHARME, M.E.	Unknown		880	48.48	0	4
411	Quebec	YAMASKA	1878-09-17	GILL, Charles	Cons.	lawyer	1029	59.31	1	4
0	Quebec	YAMASKA	1878-09-17	GOUIN, F.	Unknown		706	40.69	0	4
521	British Columbia	CARIBOO	1882-06-20	REID, James	Lib.-Cons.	businessman	-1	100.0	1	5
336	British Columbia	NEW WESTMINSTER	1882-06-20	HOMER, Joshua A.R.	Lib.-Cons.	commission merchant	-1	100.0	1	5
413	British Columbia	VANCOUVER	1882-06-20	GORDON, David William	Lib.-Cons.	contractor	455	60.26	1	5
337	British Columbia	VANCOUVER	1882-06-20	BUNSTER, Arthur	Unknown		300	39.74	0	5
522	British Columbia	VICTORIA	1882-06-20	BAKER, E.C.	Cons.	accountant	441	26.3	1	5
523	British Columbia	VICTORIA	1882-06-20	SHAKESPEARE, Noah	Cons.	general agent	400	23.85	1	5
207	British Columbia	VICTORIA	1882-06-20	DE COSMOS, A.	Lib	editor	307	18.31	0	5
0	British Columbia	VICTORIA	1882-06-20	BOOTH, C.	Unknown		241	14.37	0	5
0	British Columbia	VICTORIA	1882-06-20	BOYD, Jno.	Unknown		149	8.88	0	5
0	British Columbia	VICTORIA	1882-06-20	FELL, Jas.	Unknown		139	8.29	0	5
524	British Columbia	YALE	1882-06-20	BARNARD, F.J.	Cons.	businessman	266	58.72	1	5
0	British Columbia	YALE	1882-06-20	ROBINSON, Jas.	Unknown		109	24.06	0	5
0	British Columbia	YALE	1882-06-20	VERNON, F.G.	Unknown		78	17.22	0	5
525	Manitoba	LISGAR	1882-06-20	ROSS, Arthur Wellington	Lib.-Cons.	teacher	760	51.35	1	5
210	Manitoba	LISGAR	1882-06-20	SCHULTZ, John C.	Unknown	physician	720	48.65	0	5
526	Manitoba	MARQUETTE	1882-06-20	WATSON, R.	Lib	businessman	1074	54.8	1	5
0	Manitoba	MARQUETTE	1882-06-20	MCDONALD, E.	Cons.		886	45.2	0	5
527	Manitoba	PROVENCHER	1882-06-20	ROYAL, Joseph	Cons.	lawyer	-1	100.0	1	5
528	Manitoba	SELKIRK	1882-06-20	SUTHERLAND, Hugh	Lib	lumberman	1487	58.29	1	5
0	Manitoba	SELKIRK	1882-06-20	MULVEY, Stewart	Unknown		1064	41.71	0	5
529	Manitoba	WINNIPEG	1882-06-20	SCOTT, Thomas	Cons.	journalist	491	51.74	1	5
0	Manitoba	WINNIPEG	1882-06-20	CONKLIN, E.G.	Unknown		385	40.57	0	5
0	Manitoba	WINNIPEG	1882-06-20	SMITH, W.O.	Unknown		73	7.69	0	5
1	New Brunswick	ALBERT	1882-06-20	WALLACE, John	Lib	farmer	784	52.02	1	5
415	New Brunswick	ALBERT	1882-06-20	ROGERS, Alex.	Lib	merchant	723	47.98	0	5
530	New Brunswick	CARLETON	1882-06-20	IRVINE, David	Lib	farmer	1812	52.29	1	5
0	New Brunswick	CARLETON	1882-06-20	LINDSAY, Wm.	Unknown		1653	47.71	0	5
216	New Brunswick	CHARLOTTE	1882-06-20	GILLMOR, Arthur H.	Lib	lumberman	1558	55.6	1	5
0	New Brunswick	CHARLOTTE	1882-06-20	STEVENSON, B.R.	Unknown		1244	44.4	0	5
217	New Brunswick	CITY AND COUNTY OF ST. JOHN	1882-06-20	BURPEE, Isaac	Lib	businessman	2459	29.02	1	5
417	New Brunswick	CITY AND COUNTY OF ST. JOHN	1882-06-20	WELDON, Charles W.	Lib	lawyer	2225	26.26	1	5
531	New Brunswick	CITY AND COUNTY OF ST. JOHN	1882-06-20	EVERETT, C.A.	Cons.	merchant	1925	22.72	0	5
0	New Brunswick	CITY AND COUNTY OF ST. JOHN	1882-06-20	TUCK, W.H.	Unknown		1864	22.0	0	5
5	New Brunswick	CITY OF ST. JOHN	1882-06-20	TILLEY, Sir Samuel L.	Lib.-Cons.	druggist	1288	52.81	1	5
344	New Brunswick	CITY OF ST. JOHN	1882-06-20	MCLEOD, George	Unknown		1151	47.19	0	5
532	New Brunswick	GLOUCESTER	1882-06-20	BURNS, Kennedy F.	Cons.	merchant	1205	52.19	1	5
533	New Brunswick	GLOUCESTER	1882-06-20	TURGEON, O.	Unknown		564	24.43	0	5
6	New Brunswick	GLOUCESTER	1882-06-20	ANGLIN, T.W.	Lib	editor	540	23.39	0	5
419	New Brunswick	KENT	1882-06-20	GIROUARD, Gilbert Anselme	Lib.-Cons.	general merchant	1412	64.62	1	5
420	New Brunswick	KENT	1882-06-20	MCINERNEY, G.V.	Lib		773	35.38	0	5
534	New Brunswick	KING'S	1882-06-20	FOSTER, George E.	Cons.	university teacher	1536	51.18	1	5
220	New Brunswick	KING'S	1882-06-20	DOMVILLE, J.	Cons.	merchant	1465	48.82	0	5
221	New Brunswick	NORTHUMBERLAND	1882-06-20	MITCHELL, Peter	Ind.	lawyer	-1	100.0	1	5
421	New Brunswick	QUEEN'S	1882-06-20	KING, George Gerald	Lib	businessman	1084	55.03	1	5
0	New Brunswick	QUEEN'S	1882-06-20	PETERS, S.L.	Unknown		886	44.97	0	5
535	New Brunswick	RESTIGOUCHE	1882-06-20	MOFFATT, Robert	Cons.	merchant	452	52.8	1	5
0	New Brunswick	RESTIGOUCHE	1882-06-20	MCALLISTER, J.	Unknown		181	21.14	0	5
422	New Brunswick	RESTIGOUCHE	1882-06-20	HADDOW, Geo.	Ind.	merchant	135	15.77	0	5
0	New Brunswick	RESTIGOUCHE	1882-06-20	RITCHIE, D.	Unknown		88	10.28	0	5
13	New Brunswick	SUNBURY	1882-06-20	BURPEE, Charles	Lib	farmer	618	53.51	1	5
423	New Brunswick	SUNBURY	1882-06-20	PERLEY, W.D.	Cons.	farmer	537	46.49	0	5
14	New Brunswick	VICTORIA	1882-06-20	COSTIGAN, John	Lib.-Cons.	judge	-1	100.0	1	5
536	New Brunswick	WESTMORLAND	1882-06-20	WOOD, Josiah	Cons.	lawyer	2620	54.49	1	5
15	New Brunswick	WESTMORLAND	1882-06-20	SMITH, Sir A.J.	Lib	lawyer	2188	45.51	0	5
223	New Brunswick	YORK	1882-06-20	PICKARD, John J.	I Lib	lumber merchant	2359	62.06	1	5
537	New Brunswick	YORK	1882-06-20	FRASER, J.J.	Unknown		1442	37.94	0	5
17	Nova Scotia	ANNAPOLIS	1882-06-20	RAY, W. Hallett	Lib	farmer	1430	51.11	1	5
0	Nova Scotia	ANNAPOLIS	1882-06-20	FITZRANDOLPH, R.E.	Unknown		1368	48.89	0	5
346	Nova Scotia	ANTIGONISH	1882-06-20	MCISAAC, Angus	Lib	lawyer	1068	59.23	1	5
0	Nova Scotia	ANTIGONISH	1882-06-20	WHIDDEN, C.B.	Unknown		735	40.77	0	5
225	Nova Scotia	CAPE BRETON	1882-06-20	MCDONALD, William	Cons.	merchant	1297	23.14	1	5
538	Nova Scotia	CAPE BRETON	1882-06-20	DODD, Murray	Cons.	lawyer	1237	22.07	1	5
539	Nova Scotia	CAPE BRETON	1882-06-20	MCLEOD, W. McK.	Lib.-Cons.	physician	1124	20.05	0	5
224	Nova Scotia	CAPE BRETON	1882-06-20	MACKAY, N.L.	Lib	lawyer	1013	18.07	0	5
540	Nova Scotia	CAPE BRETON	1882-06-20	MCDOUGALL, H.F.	Lib.-Cons.	general merchant	934	16.66	0	5
21	Nova Scotia	COLCHESTER	1882-06-20	MCLELAN, A.W.	Cons.	lumber merchant	1887	56.51	1	5
541	Nova Scotia	COLCHESTER	1882-06-20	LAURENCE, F.A.	Unknown		1452	43.49	0	5
23	Nova Scotia	CUMBERLAND	1882-06-20	TUPPER, Sir Charles	Cons.	physician	-1	100.0	1	5
542	Nova Scotia	DIGBY	1882-06-20	VAIL, William B.	Lib	businessman	1123	56.32	1	5
425	Nova Scotia	DIGBY	1882-06-20	WADE, John C.	Cons.	lawyer	871	43.68	0	5
349	Nova Scotia	GUYSBOROUGH	1882-06-20	KIRK, John A.	Lib	farmer	818	56.57	1	5
426	Nova Scotia	GUYSBOROUGH	1882-06-20	OGDEN, Alfred	Cons.		628	43.43	0	5
428	Nova Scotia	HALIFAX	1882-06-20	DALY, M.B.	Lib.-Cons.	lawyer	2811	25.84	1	5
427	Nova Scotia	HALIFAX	1882-06-20	RICHEY, M.H.	Lib.-Cons.	lawyer	2785	25.6	1	5
27	Nova Scotia	HALIFAX	1882-06-20	JONES, A.G.	Ind.	merchant	2720	25.0	0	5
0	Nova Scotia	HALIFAX	1882-06-20	FULLER, H.H.	Lib		2563	23.56	0	5
351	Nova Scotia	HANTS	1882-06-20	ALLISON, Wm. Henry	Cons.	school lands commissioner	1386	50.83	1	5
0	Nova Scotia	HANTS	1882-06-20	CURRY, Wm.	Lib		1341	49.17	0	5
30	Nova Scotia	INVERNESS	1882-06-20	CAMERON, Hugh	Lib.-Cons.	physician	1912	64.29	1	5
31	Nova Scotia	INVERNESS	1882-06-20	MCDONNELL, S.	Lib	lawyer	1062	35.71	0	5
430	Nova Scotia	KINGS	1882-06-20	WOODWORTH, Douglas B.	Lib.-Cons.	lawyer	1707	55.71	1	5
352	Nova Scotia	KINGS	1882-06-20	BORDEN, F.W.	Lib	physician	1357	44.29	0	5
543	Nova Scotia	LUNENBURG	1882-06-20	KEEFLER, Thomas T.	Lib	merchant	1169	53.11	1	5
0	Nova Scotia	LUNENBURG	1882-06-20	KAULBACK, C.E.	Cons.	businessman	1032	46.89	0	5
544	Nova Scotia	PICTOU	1882-06-20	MCDOUGALD, John	Lib.-Cons.	merchant	2709	26.8	1	5
545	Nova Scotia	PICTOU	1882-06-20	TUPPER, Charles H.	Cons.	lawyer	2681	26.53	1	5
34	Nova Scotia	PICTOU	1882-06-20	CARMICHAEL, J.W.	Lib	shipowner	2397	23.72	0	5
353	Nova Scotia	PICTOU	1882-06-20	DAWSON, J.A.	Lib	hardware merchant	2320	22.95	0	5
36	Nova Scotia	QUEENS	1882-06-20	FORBES, James F.	Lib	physician	692	55.27	1	5
546	Nova Scotia	QUEENS	1882-06-20	FREEMAN, J.N.	Lib.-Cons.	merchant	560	44.73	0	5
547	Nova Scotia	RICHMOND	1882-06-20	PAINT, Henry N.	Cons.	commission and insurance agent	525	53.25	1	5
354	Nova Scotia	RICHMOND	1882-06-20	FLYNN, E.P.	Lib	merchant	461	46.75	0	5
433	Nova Scotia	SHELBURNE	1882-06-20	ROBERTSON, Thomas	Lib	civil servant	912	54.06	1	5
548	Nova Scotia	SHELBURNE	1882-06-20	WHITE, N.W.	Unknown		775	45.94	0	5
435	Nova Scotia	VICTORIA	1882-06-20	CAMPBELL, C.J.	Cons.	merchant	857	61.17	1	5
0	Nova Scotia	VICTORIA	1882-06-20	BETHUNE, Dr. J.T.	Cons.	physician	544	38.83	0	5
549	Nova Scotia	YARMOUTH	1882-06-20	KINNEY, Joseph R.	Lib	merchant	1204	57.14	1	5
234	Nova Scotia	YARMOUTH	1882-06-20	KILLAM, Frank	Lib	shipowner	903	42.86	0	5
550	Ontario	ADDINGTON	1882-06-20	BELL, John W.	Cons.	school teacher and farmer	1659	58.91	1	5
0	Ontario	ADDINGTON	1882-06-20	AYLSWORTH, J.B.	Unknown		1157	41.09	0	5
437	Ontario	ALGOMA	1882-06-20	DAWSON, Simon James	Cons.	civil engineer	1707	60.55	1	5
78	Ontario	ALGOMA	1882-06-20	MCDOUGALL, Wm.	Lib		1112	39.45	0	5
438	Ontario	BOTHWELL	1882-06-20	HAWKINS, John Joseph	Lib.-Cons.	grocer	1520	50.26	1	5
44	Ontario	BOTHWELL	1882-06-20	MILLS, David	Lib	lawyer	1504	49.74	0	5
551	Ontario	BRANT NORTH	1882-06-20	SOMERVILLE, James	Lib	newspaperman	1603	71.09	1	5
0	Ontario	BRANT NORTH	1882-06-20	CURREY, James R.	Unknown		652	28.91	0	5
237	Ontario	BRANT SOUTH	1882-06-20	PATERSON, William	Lib	biscuit manufacturer	1473	53.18	1	5
0	Ontario	BRANT SOUTH	1882-06-20	WATTS, Alfred	Unknown	grain merchant	1297	46.82	0	5
552	Ontario	BROCKVILLE	1882-06-20	WOOD, John Fisher	Lib.-Cons.	lawyer	1277	50.1	1	5
553	Ontario	BROCKVILLE	1882-06-20	COMSTOCK, W.H.	Lib	drugs and medicine manufacturer	1272	49.9	0	5
554	Ontario	BRUCE EAST	1882-06-20	WELLS, Rupert M.	Lib	lawyer	1558	51.0	1	5
440	Ontario	BRUCE EAST	1882-06-20	SHAW, Alexander	Unknown		1497	49.0	0	5
555	Ontario	BRUCE NORTH	1882-06-20	MCNEILL, Alexander	Lib.-Cons.	lawyer	1250	51.82	1	5
239	Ontario	BRUCE NORTH	1882-06-20	GILLIES, John	Unknown	farmer	1162	48.18	0	5
256	Ontario	BRUCE WEST	1882-06-20	SOMERVILLE, James	Lib	notary	1833	66.08	1	5
0	Ontario	BRUCE WEST	1882-06-20	SCOTT, Jas. H.	Unknown		941	33.92	0	5
372	Ontario	CARDWELL	1882-06-20	WHITE, Thomas	Cons.	journalist	1407	56.89	1	5
0	Ontario	CARDWELL	1882-06-20	MCLAUGHLIN, Jas. F.	Unknown		1066	43.11	0	5
75	Ontario	CARLETON	1882-06-20	MACDONALD, Sir John A., K.	Lib.-Cons.	lawyer	1185	48.75	1	5
0	Ontario	CARLETON	1882-06-20	MAY, John	Unknown		629	25.87	0	5
0	Ontario	CARLETON	1882-06-20	BRONSON, E.H.	Unknown		617	25.38	0	5
240	Ontario	CORNWALL AND STORMONT	1882-06-20	BERGIN, Darby	Lib.-Cons.	physician	1819	57.04	1	5
0	Ontario	CORNWALL AND STORMONT	1882-06-20	BETHUNE, James	Unknown		1370	42.96	0	5
556	Ontario	DUNDAS	1882-06-20	HICKEY, Charles Erastus	Cons.	physician	1719	51.33	1	5
0	Ontario	DUNDAS	1882-06-20	CHAMBERLAIN, T.F.	Unknown		1630	48.67	0	5
441	Ontario	DURHAM EAST	1882-06-20	WILLIAMS, Arthur T.H.	Cons.	farmer	1638	56.58	1	5
242	Ontario	DURHAM EAST	1882-06-20	ROSS, Lewis	Lib	merchant	1257	43.42	0	5
57	Ontario	DURHAM WEST	1882-06-20	BLAKE, Edward	Lib	lawyer	1497	52.05	1	5
482	Ontario	DURHAM WEST	1882-06-20	BUNTING, C.W.	Unknown		1379	47.95	0	5
557	Ontario	ELGIN EAST	1882-06-20	WILSON, John Henry	Lib	physician	2221	51.44	1	5
443	Ontario	ELGIN EAST	1882-06-20	ARKILL, Thomas	Lib.-Cons.	grain merchant	2097	48.56	0	5
244	Ontario	ELGIN WEST	1882-06-20	CASEY, George Elliott	Lib	journalist	2110	61.79	1	5
0	Ontario	ELGIN WEST	1882-06-20	CLARK, Alex	Unknown		1305	38.21	0	5
445	Ontario	ESSEX NORTH	1882-06-20	PATTERSON, James C.	Cons.	lawyer	1714	62.65	1	5
0	Ontario	ESSEX NORTH	1882-06-20	KILROY, J.A.	Unknown		1022	37.35	0	5
558	Ontario	ESSEX SOUTH	1882-06-20	WIGLE, Lewis	Cons.	farmer	1475	51.04	1	5
0	Ontario	ESSEX SOUTH	1882-06-20	MCGREGOR, Wm.	Unknown		1415	48.96	0	5
245	Ontario	FRONTENAC	1882-06-20	KIRKPATRICK, George A.	Cons.	lawyer	-1	100.0	1	5
559	Ontario	GLENGARRY	1882-06-20	MACMASTER, Donald	Cons.	lawyer	1499	54.02	1	5
0	Ontario	GLENGARRY	1882-06-20	MCDONALD, D.A.	Unknown		1276	45.98	0	5
560	Ontario	GRENVILLE SOUTH	1882-06-20	BENSON, William T.	Cons.	businessman	1187	53.32	1	5
0	Ontario	GRENVILLE SOUTH	1882-06-20	MILLAR, James	Unknown		1039	46.68	0	5
449	Ontario	GREY EAST	1882-06-20	SPROULE, Thomas S.	Cons.	physician	1934	55.99	1	5
561	Ontario	GREY EAST	1882-06-20	CHRISTIE, Peter	Unknown		1520	44.01	0	5
562	Ontario	GREY NORTH	1882-06-20	ALLEN, Benjamin	Lib	businessman	1457	51.27	1	5
358	Ontario	GREY NORTH	1882-06-20	LANE, S.J.	Unknown	barrister	1385	48.73	0	5
248	Ontario	GREY SOUTH	1882-06-20	LANDERKIN, George	Lib	physician	1765	51.1	1	5
65	Ontario	GREY SOUTH	1882-06-20	JACKSON, Geo.	Lib.-Cons.	crown lands agent	1689	48.9	0	5
66	Ontario	HALDIMAND	1882-06-20	THOMPSON, David	Lib	merchant	1490	52.21	1	5
0	Ontario	HALDIMAND	1882-06-20	MERRITT, Wm. H.	Unknown		1364	47.79	0	5
451	Ontario	HALTON	1882-06-20	MCCRANEY, William	Lib	lumber merchant	1822	51.17	1	5
249	Ontario	HALTON	1882-06-20	MCKINDSEY, Geo. C.	Unknown		1739	48.83	0	5
452	Ontario	HAMILTON	1882-06-20	KILVERT, Francis E.	Cons.	lawyer	2666	27.72	1	5
131	Ontario	HAMILTON	1882-06-20	ROBERTSON, Thomas	Lib	lawyer	2612	27.16	1	5
0	Ontario	HAMILTON	1882-06-20	MOORE, Dennis	Lib		2194	22.81	0	5
0	Ontario	HAMILTON	1882-06-20	IRVING, E.	Lib	lawyer	2146	22.31	0	5
253	Ontario	HASTINGS EAST	1882-06-20	WHITE, John	Cons.	machinist	1386	50.97	1	5
0	Ontario	HASTINGS EAST	1882-06-20	ASHLEY, H.	Unknown		1333	49.03	0	5
70	Ontario	HASTINGS NORTH	1882-06-20	BOWELL, Mackenzie	Cons.	editor	1408	57.12	1	5
0	Ontario	HASTINGS NORTH	1882-06-20	COE, Wm.	Unknown		1057	42.88	0	5
563	Ontario	HASTINGS WEST	1882-06-20	ROBERTSON, Alexander	Cons.	lawyer	1317	54.92	1	5
71	Ontario	HASTINGS WEST	1882-06-20	BROWN, James	Cons.	businessman	1081	45.08	0	5
255	Ontario	HURON EAST	1882-06-20	FARROW, Thomas	Cons.	school superintendent	1631	50.94	1	5
0	Ontario	HURON EAST	1882-06-20	SLOAN, Wm.	Unknown		1571	49.06	0	5
564	Ontario	HURON SOUTH	1882-06-20	MCMILLAN, John	Lib	farmer	1621	61.29	1	5
0	Ontario	HURON SOUTH	1882-06-20	SHANNON, W.J.	Unknown		1024	38.71	0	5
73	Ontario	HURON WEST	1882-06-20	CAMERON, M.C.	Lib	lawyer	1736	50.42	1	5
453	Ontario	HURON WEST	1882-06-20	PORTER, Robt.	Lib.-Cons.	farmer	1707	49.58	0	5
565	Ontario	KENT	1882-06-20	SMYTH, Henry	Cons.	lawyer	2223	51.83	1	5
0	Ontario	KENT	1882-06-20	SAMSON, Jas.	Unknown		2066	48.17	0	5
454	Ontario	KINGSTON	1882-06-20	GUNN, Alexander	Lib	wholesale grocer	889	52.73	1	5
566	Ontario	KINGSTON	1882-06-20	SULLIVAN, Michael	Unknown		797	47.27	0	5
567	Ontario	LAMBTON EAST	1882-06-20	FAIRBANK, John H.	Lib	surveyor	1736	52.53	1	5
0	Ontario	LAMBTON EAST	1882-06-20	MCKENZIE, J.A.	Unknown		1569	47.47	0	5
568	Ontario	LAMBTON WEST	1882-06-20	LISTER, James F.	Lib	lawyer	1652	55.75	1	5
0	Ontario	LAMBTON WEST	1882-06-20	CLARK, A.C.	Unknown		1311	44.25	0	5
455	Ontario	LANARK NORTH	1882-06-20	JAMIESON, Joseph	Cons.	lawyer	1382	51.28	1	5
0	Ontario	LANARK NORTH	1882-06-20	MCDONELL, D.G.	Lib	lawyer	1313	48.72	0	5
261	Ontario	LANARK SOUTH	1882-06-20	HAGGART, John Graham	Cons.	mill owner	-1	100.0	1	5
360	Ontario	LEEDS NORTH AND GRENVILLE NORTH	1882-06-20	FERGUSON, Charles Frederick	Lib.-Cons.	physician	1048	57.9	1	5
456	Ontario	LEEDS NORTH AND GRENVILLE NORTH	1882-06-20	FROST, F.T.	Lib	manufacturer	762	42.1	0	5
569	Ontario	LEEDS SOUTH	1882-06-20	TAYLOR, George	Cons.	manufacturer	1993	53.73	1	5
0	Ontario	LEEDS SOUTH	1882-06-20	BRITTON, C.E.	Unknown		1716	46.27	0	5
75	Ontario	LENNOX	1882-06-20	MACDONALD, Sir John A.	Lib.-Cons.	lawyer	1492	53.59	1	5
570	Ontario	LENNOX	1882-06-20	ALLISON, D.W.	Lib	farmer	1292	46.41	0	5
458	Ontario	LINCOLN AND NIAGARA	1882-06-20	RYKERT, John C.	Cons.	lawyer	1826	51.34	1	5
362	Ontario	LINCOLN AND NIAGARA	1882-06-20	NORRIS, James	Unknown		1731	48.66	0	5
85	Ontario	LONDON	1882-06-20	CARLING, John	Lib.-Cons.	brewer	1485	54.54	1	5
571	Ontario	LONDON	1882-06-20	CAMPBELL, John	Unknown		1238	45.46	0	5
459	Ontario	MIDDLESEX EAST	1882-06-20	MACMILLAN, Duncan	Lib.-Cons.	lawyer	1949	57.27	1	5
0	Ontario	MIDDLESEX EAST	1882-06-20	LANGFORD, Isaac	Unknown		1454	42.73	0	5
460	Ontario	MIDDLESEX NORTH	1882-06-20	COUGHLIN, Timothy	Lib.-Cons.	farmer	1741	51.62	1	5
0	Ontario	MIDDLESEX NORTH	1882-06-20	SHIPLEY, L.E.	Unknown		1632	48.38	0	5
572	Ontario	MIDDLESEX SOUTH	1882-06-20	ARMSTRONG, James	Lib	farmer	1678	67.39	1	5
0	Ontario	MIDDLESEX SOUTH	1882-06-20	RAYNER, John	Unknown		812	32.61	0	5
263	Ontario	MIDDLESEX WEST	1882-06-20	ROSS, George W.	Lib	schoolteacher	1651	50.83	1	5
0	Ontario	MIDDLESEX WEST	1882-06-20	CURRIE, A.	Unknown		1597	49.17	0	5
89	Ontario	MONCK	1882-06-20	MCCALLUM, Lachlin	Lib.-Cons.	shipbuilding contractor	1445	50.44	1	5
89	Ontario	MONCK	1882-06-20	MCCALLUM, Dr. G.A.	Unknown	physician	1420	49.56	0	5
462	Ontario	MUSKOKA AND PARRY SOUND	1882-06-20	O'BRIEN, William E.	Cons.	editor	1296	50.06	1	5
0	Ontario	MUSKOKA AND PARRY SOUND	1882-06-20	MILLER, John C.	Unknown		1293	49.94	0	5
266	Ontario	NORFOLK NORTH	1882-06-20	CHARLTON, John	Lib	businessman	1940	55.4	1	5
0	Ontario	NORFOLK NORTH	1882-06-20	SINCLAIR, L.C.	Cons.		1562	44.6	0	5
573	Ontario	NORFOLK SOUTH	1882-06-20	JACKSON, Joseph	Lib	lumberman	1560	50.42	1	5
267	Ontario	NORFOLK SOUTH	1882-06-20	WALLACE, Wm.	Unknown		1534	49.58	0	5
574	Ontario	NORTHUMBERLAND EAST	1882-06-20	COCHRANE, Edward	Cons.	farmer	2073	53.52	1	5
575	Ontario	NORTHUMBERLAND EAST	1882-06-20	CROUTER, D.	I Lib	minister	1800	46.48	0	5
576	Ontario	NORTHUMBERLAND WEST	1882-06-20	GUILLET, George	Cons.	general merchant	1298	50.1	1	5
