"ID","Name","Party","Date","Electorate","Incumbent","TermsServed","CabinetNow","CabinetEver","CabinetImportant","CabinetPM","Votes","Elected","ElectedList","ElectedElectorate","LastVotes","ListPosition","LastListPosition"
2713,"Tait EE","Labour","1987-08-15","Whangarei",0,0,0,0,0,0,7031,0,0,0,0,0,0
2442,"Leitch CJ","Democratic","1987-08-15","Whangarei",0,0,0,0,0,0,1364,0,0,0,2553,0,0
2445,"Austin ME","Labour","1987-08-15","Yaldhurst",1,1,0,0,0,0,11684,1,0,1,11560,0,0
2714,"Bacon CJ","National","1987-08-15","Yaldhurst",0,0,0,0,0,0,9142,0,0,0,0,0,0
1454,"Davey PN","Democratic","1987-08-15","Yaldhurst",0,0,0,0,0,0,542,0,0,0,597,0,0
2715,"Toy SM","W","1987-08-15","Yaldhurst",0,0,0,0,0,0,97,0,0,0,0,0,0
1723,"MCKINNON, DC","National","1990-10-27","Albany",1,4,0,0,0,0,12726,1,0,1,10799,0,0
2716,"ALLEN, J","Labour","1990-10-27","Albany",0,0,0,0,0,0,5271,0,0,0,0,0,0
2717,"GALVIN, R","GP","1990-10-27","Albany",0,0,0,0,0,0,4189,0,0,0,0,0,0
2718,"VAN RUYSSEVELT, B","NL","1990-10-27","Albany",0,0,0,0,0,0,884,0,0,0,0,0,0
2719,"MCCULLOCH, AM","Democratic","1990-10-27","Albany",0,0,0,0,0,0,395,0,0,0,0,0,0
2720,"JAMIESON, A","Social Credit","1990-10-27","Albany",0,0,0,0,0,0,185,0,0,0,0,0,0
2721,"CORBIN, GC","PR","1990-10-27","Albany",0,0,0,0,0,0,160,0,0,0,0,0,0
2722,"CHILES, PF","MCGS","1990-10-27","Albany",0,0,0,0,0,0,101,0,0,0,0,0,0
2455,"SHIPLEY, JM","National","1990-10-27","Ashburton",1,1,0,0,0,0,12279,1,0,1,12008,0,0
2457,"MOSKOVIS, B","Labour","1990-10-27","Ashburton",0,0,0,0,0,0,4357,0,0,0,523,0,0
2723,"JOHNSON, DB","GP","1990-10-27","Ashburton",0,0,0,0,0,0,1318,0,0,0,0,0,0
2724,"PIESSE, PE","NL","1990-10-27","Ashburton",0,0,0,0,0,0,571,0,0,0,0,0,0
2725,"CLEMENT, DT","Democratic","1990-10-27","Ashburton",0,0,0,0,0,0,207,0,0,0,0,0,0
2726,"REILLY, TH","Social Credit","1990-10-27","Ashburton",0,0,0,0,0,0,138,0,0,0,0,0,0
1463,"PREBBLE, RW","Labour","1990-10-27","Auckland Central",1,5,1,1,0,0,7876,1,0,1,11259,0,0
2727,"HILL, K","National","1990-10-27","Auckland Central",0,0,0,0,0,0,4599,0,0,0,0,0,0
2728,"JOHNSON, M","GP","1990-10-27","Auckland Central",0,0,0,0,0,0,3089,0,0,0,0,0,0
2729,"ROBINSON, C","NL","1990-10-27","Auckland Central",0,0,0,0,0,0,1550,0,0,0,0,0,0
2730,"FINLAYSON, M","LM","1990-10-27","Auckland Central",0,0,0,0,0,0,292,0,0,0,0,0,0
1765,"TERRENI, VB","MCGS","1990-10-27","Auckland Central",0,0,0,0,0,0,189,0,0,0,172,0,0
2461,"JORDAN, B","Democratic","1990-10-27","Auckland Central",0,0,0,0,0,0,181,0,0,0,459,0,0
2731,"BRADY, C","BLF","1990-10-27","Auckland Central",0,0,0,0,0,0,74,0,0,0,0,0,0
2732,"JOHNSON, RS","CL","1990-10-27","Auckland Central",0,0,0,0,0,0,28,0,0,0,0,0,0
2464,"SUTHERLAND, L","Labour","1990-10-27","Avon",1,1,0,0,0,0,9345,1,0,1,11585,0,0
2465,"RUSH, W","National","1990-10-27","Avon",0,0,0,0,0,0,5095,0,0,0,5263,0,0
2733,"QUINN, V","NL","1990-10-27","Avon",0,0,0,0,0,0,2170,0,0,0,0,0,0
2734,"GIBSON, D","GP","1990-10-27","Avon",0,0,0,0,0,0,1238,0,0,0,0,0,0
2466,"STEVENS, S","Democratic","1990-10-27","Avon",0,0,0,0,0,0,275,0,0,0,1065,0,0
2735,"EARLE, KL","Social Credit","1990-10-27","Avon",0,0,0,0,0,0,110,0,0,0,0,0,0
2736,"PENNEY, DJ","I","1990-10-27","Avon",0,0,0,0,0,0,109,0,0,0,0,0,0
2737,"MEHLHOPT, CT","I","1990-10-27","Avon",0,0,0,0,0,0,63,0,0,0,0,0,0
2738,"KEYS, R","I","1990-10-27","Avon",0,0,0,0,0,0,28,0,0,0,0,0,0
2739,"LEPOU, EF","CL","1990-10-27","Avon",0,0,0,0,0,0,16,0,0,0,0,0,0
2468,"GRANT, JJ","National","1990-10-27","Awarua",1,1,0,0,0,0,10187,1,0,1,9946,0,0
2492,"RUSSELL, HA","Labour","1990-10-27","Awarua",0,0,0,0,0,0,5223,0,0,0,6378,0,0
2740,"FINDLAY, QJ","NL","1990-10-27","Awarua",0,0,0,0,0,0,655,0,0,0,0,0,0
2493,"STIRLING, BA","Democratic","1990-10-27","Awarua",0,0,0,0,0,0,566,0,0,0,1091,0,0
2741,"WILSON, PJA","Social Credit","1990-10-27","Awarua",0,0,0,0,0,0,387,0,0,0,0,0,0
2636,"FORBES, MA","MCGS","1990-10-27","Awarua",0,0,0,0,0,0,194,0,0,0,178,0,0
2470,"CARTER, J","National","1990-10-27","Bay of Islands",1,1,0,0,0,0,8612,1,0,1,8699,0,0
2353,"DENT, BR","Labour","1990-10-27","Bay of Islands",0,0,0,0,0,0,3327,0,0,0,5348,0,0
2742,"FIELD, J","GP","1990-10-27","Bay of Islands",0,0,0,0,0,0,2225,0,0,0,0,0,0
2743,"MACNEILL, H","NL","1990-10-27","Bay of Islands",0,0,0,0,0,0,618,0,0,0,0,0,0
2744,"RYAN, RF","Democratic","1990-10-27","Bay of Islands",0,0,0,0,0,0,613,0,0,0,0,0,0
2745,"KENSINGTON, LH","Social Credit","1990-10-27","Bay of Islands",0,0,0,0,0,0,344,0,0,0,0,0,0
2470,"CARTER, J A","I","1990-10-27","Bay of Islands",1,1,0,0,0,0,300,0,0,0,8699,0,0
2746,"BOWSKILL, N","MCGS","1990-10-27","Bay of Islands",0,0,0,0,0,0,177,0,0,0,0,0,0
2747,"REIHANA, S","I","1990-10-27","Bay of Islands",0,0,0,0,0,0,36,0,0,0,0,0,0
2748,"REVELL, IM","National","1990-10-27","Birkenhead",0,0,0,0,0,0,10094,1,0,1,0,0,0
2474,"KIRK, J","Labour","1990-10-27","Birkenhead",1,1,0,0,0,0,7281,0,0,0,11063,0,0
2749,"CROWTHER, M","GP","1990-10-27","Birkenhead",0,0,0,0,0,0,1820,0,0,0,0,0,0
2750,"TOZER, R","NL","1990-10-27","Birkenhead",0,0,0,0,0,0,900,0,0,0,0,0,0
2476,"MIDSON, RG","Democratic","1990-10-27","Birkenhead",0,0,0,0,0,0,179,0,0,0,397,0,0
2751,"JULIAN, KJ","MCGS","1990-10-27","Birkenhead",0,0,0,0,0,0,161,0,0,0,0,0,0
2752,"SEAGAR, T","I","1990-10-27","Birkenhead",0,0,0,0,0,0,99,0,0,0,0,0,0
2753,"DALZIEL, L","Labour","1990-10-27","Christchurch Central",0,0,0,0,0,0,8487,1,0,1,0,0,0
2754,"GLUER, R","National","1990-10-27","Christchurch Central",0,0,0,0,0,0,4718,0,0,0,0,0,0
2755,"BRADBURY-MOORE, S","NL","1990-10-27","Christchurch Central",0,0,0,0,0,0,1963,0,0,0,0,0,0
2756,"GARDNER, R","GP","1990-10-27","Christchurch Central",0,0,0,0,0,0,1541,0,0,0,0,0,0
2757,"LE CREN, T","CH","1990-10-27","Christchurch Central",0,0,0,0,0,0,396,0,0,0,0,0,0
2758,"POUNSFORD, J","Democratic","1990-10-27","Christchurch Central",0,0,0,0,0,0,164,0,0,0,0,0,0
2759,"MURPHY, SD","MCGS","1990-10-27","Christchurch Central",0,0,0,0,0,0,101,0,0,0,0,0,0
2760,"MINCHINGTON, N","Social Credit","1990-10-27","Christchurch Central",0,0,0,0,0,0,94,0,0,0,0,0,0
2761,"ROTHERAM, B","CL","1990-10-27","Christchurch Central",0,0,0,0,0,0,27,0,0,0,0,0,0
1184,"MOORE, M","Labour","1990-10-27","Christchurch North",1,4,1,1,0,0,11050,1,0,1,12420,0,0
2762,"YARRELL, P","National","1990-10-27","Christchurch North",0,0,0,0,0,0,8902,0,0,0,0,0,0
2763,"STRANGE, JW","NL","1990-10-27","Christchurch North",0,0,0,0,0,0,1207,0,0,0,0,0,0
2764,"SMITH, WA","CH","1990-10-27","Christchurch North",0,0,0,0,0,0,297,0,0,0,0,0,0
2765,"MURGATROYD, C","MCGS","1990-10-27","Christchurch North",0,0,0,0,0,0,149,0,0,0,0,0,0
2487,"SADLER, MBD","Democratic","1990-10-27","Christchurch North",0,0,0,0,0,0,148,0,0,0,499,0,0
2489,"KYD, W","National","1990-10-27","Clevedon",1,1,0,0,0,0,10851,1,0,1,91289,0,0
2766,"STUBBS-BATTEN, A","Labour","1990-10-27","Clevedon",0,0,0,0,0,0,6119,0,0,0,0,0,0
2767,"BURGESS, J","GP","1990-10-27","Clevedon",0,0,0,0,0,0,1831,0,0,0,0,0,0
2768,"SO'OTAGA, S","NL","1990-10-27","Clevedon",0,0,0,0,0,0,476,0,0,0,0,0,0
2769,"CARR, T","Social Credit","1990-10-27","Clevedon",0,0,0,0,0,0,239,0,0,0,0,0,0
2770,"MITCHELL, H","Democratic","1990-10-27","Clevedon",0,0,0,0,0,0,165,0,0,0,0,0,0
1742,"GRAY, RM","National","1990-10-27","Clutha",1,4,0,0,0,0,11198,1,0,1,11919,0,0
2771,"BUCHANAN, J","Labour","1990-10-27","Clutha",0,0,0,0,0,0,4671,0,0,0,0,0,0
2772,"MOWAT, J","GP","1990-10-27","Clutha",0,0,0,0,0,0,1034,0,0,0,0,0,0
2773,"BRADFIELD, G","CH","1990-10-27","Clutha",0,0,0,0,0,0,641,0,0,0,0,0,0
2774,"FORD, C","NL","1990-10-27","Clutha",0,0,0,0,0,0,594,0,0,0,0,0,0
2775,"WINDLE, LS","Social Credit","1990-10-27","Clutha",0,0,0,0,0,0,213,0,0,0,0,0,0
2776,"TREWEEK, RJ","Democratic","1990-10-27","Clutha",0,0,0,0,0,0,88,0,0,0,0,0,0
2015,"LEE, GE","National","1990-10-27","Coromandel",1,3,0,0,0,0,10469,1,0,1,8873,0,0
2495,"HAWKESWOOD, M","Labour","1990-10-27","Coromandel",0,0,0,0,0,0,4127,0,0,0,5000,0,0
2777,"TEGG, DC","GP","1990-10-27","Coromandel",0,0,0,0,0,0,4044,0,0,0,0,0,0
2778,"NIELSEN, CO","NL","1990-10-27","Coromandel",0,0,0,0,0,0,591,0,0,0,0,0,0
2701,"JAMES, GD","Democratic","1990-10-27","Coromandel",0,0,0,0,0,0,397,0,0,0,590,0,0
2779,"SCOTT, AA","Social Credit","1990-10-27","Coromandel",0,0,0,0,0,0,324,0,0,0,0,0,0
2780,"YOUNG, HA","MCGS","1990-10-27","Coromandel",0,0,0,0,0,0,127,0,0,0,0,0,0
2781,"HODGSON, P","Labour","1990-10-27","Dunedin North",0,0,0,0,0,0,9807,1,0,1,0,0,0
2782,"DONOGHUE, G","National","1990-10-27","Dunedin North",0,0,0,0,0,0,7471,0,0,0,0,0,0
2499,"DEAKER, A","GP","1990-10-27","Dunedin North",0,0,0,0,0,0,2228,0,0,0,446,0,0
2783,"TROTTER, C","NL","1990-10-27","Dunedin North",0,0,0,0,0,0,1127,0,0,0,0,0,0
2784,"AYLWARD, D","MCGS","1990-10-27","Dunedin North",0,0,0,0,0,0,181,0,0,0,0,0,0
2785,"MASON, G","Social Credit","1990-10-27","Dunedin North",0,0,0,0,0,0,148,0,0,0,0,0,0
2786,"GODDARD, GW","Democratic","1990-10-27","Dunedin North",0,0,0,0,0,0,146,0,0,0,0,0,0
2787,"BLACKADDER, A","NZ","1990-10-27","Dunedin North",0,0,0,0,0,0,68,0,0,0,0,0,0
2788,"LUSBY, S","C","1990-10-27","Dunedin North",0,0,0,0,0,0,10,0,0,0,0,0,0
1994,"MATTHEWSON, C","Labour","1990-10-27","Dunedin West",1,2,0,0,0,0,9971,1,0,1,12108,0,0
2501,"MCMEEKING, IW","National","1990-10-27","Dunedin West",0,0,0,0,0,0,8192,0,0,0,7561,0,0
2789,"MCCURDY, R","GP","1990-10-27","Dunedin West",0,0,0,0,0,0,1098,0,0,0,0,0,0
2790,"RUDKIN, F","NL","1990-10-27","Dunedin West",0,0,0,0,0,0,880,0,0,0,0,0,0
2791,"TOMLINSON, S","Social Credit","1990-10-27","Dunedin West",0,0,0,0,0,0,226,0,0,0,0,0,0
2498,"BEGLEY, JW","Democratic","1990-10-27","Dunedin West",0,0,0,0,0,0,82,0,0,0,725,0,0
2792,"RYALL, T","National","1990-10-27","East Cape",0,0,0,0,0,0,8169,1,0,1,0,0,0
2793,"COLLINS, D","Labour","1990-10-27","East Cape",0,0,0,0,0,0,6201,0,0,0,0,0,0
2794,"BENNETT, J","NL","1990-10-27","East Cape",0,0,0,0,0,0,797,0,0,0,0,0,0
2795,"EDDY, T","I","1990-10-27","East Cape",0,0,0,0,0,0,398,0,0,0,0,0,0
2796,"MACDONALD, G","Social Credit","1990-10-27","East Cape",0,0,0,0,0,0,196,0,0,0,0,0,0
2797,"HONANA, D","Democratic","1990-10-27","East Cape",0,0,0,0,0,0,63,0,0,0,0,0,0
2187,"MCCULLY, M","National","1990-10-27","East Coast Bays",1,1,0,0,0,0,10791,1,0,1,8833,0,0
1754,"KNAPP, GT","Democratic","1990-10-27","East Coast Bays",0,0,0,0,0,0,5575,0,0,0,8522,0,0
2798,"HALLIGAN, V","Labour","1990-10-27","East Coast Bays",0,0,0,0,0,0,3433,0,0,0,0,0,0
2799,"GATWARD, D","GP","1990-10-27","East Coast Bays",0,0,0,0,0,0,2406,0,0,0,0,0,0
2800,"WATSON, JA","NL","1990-10-27","East Coast Bays",0,0,0,0,0,0,430,0,0,0,0,0,0
2801,"STEWART, SL","Social Credit","1990-10-27","East Coast Bays",0,0,0,0,0,0,45,0,0,0,0,0,0
2802,"SWAIN, P","Labour","1990-10-27","Eastern Hutt",0,0,0,0,0,0,8312,1,0,1,0,0,0
2803,"THOMAS, RF","National","1990-10-27","Eastern Hutt",0,0,0,0,0,0,7511,0,0,0,0,0,0
2804,"RUTH, I","NL","1990-10-27","Eastern Hutt",0,0,0,0,0,0,1605,0,0,0,0,0,0
2805,"BAIRD, ML","Democratic","1990-10-27","Eastern Hutt",0,0,0,0,0,0,426,0,0,0,0,0,0
1649,"TAPSELL, P","Labour","1990-10-27","Eastern Maori",1,3,1,1,1,0,9085,1,0,1,10653,0,0
2806,"KAA, WK","MM","1990-10-27","Eastern Maori",0,0,0,0,0,0,2241,0,0,0,0,0,0
2807,"CONNELLY, J","National","1990-10-27","Eastern Maori",0,0,0,0,0,0,1484,0,0,0,0,0,0
2808,"FLETCHER, C","National","1990-10-27","Eden",0,0,0,0,0,0,9117,1,0,1,0,0,0
2102,"NORTHEY, R","Labour","1990-10-27","Eden",1,2,0,0,0,0,7593,0,0,0,11916,0,0
2809,"DORMER, R","GP","1990-10-27","Eden",0,0,0,0,0,0,1814,0,0,0,0,0,0
2810,"LOCKE, K","NL","1990-10-27","Eden",0,0,0,0,0,0,700,0,0,0,0,0,0
2811,"TIERNEY, M","Democratic","1990-10-27","Eden",0,0,0,0,0,0,293,0,0,0,0,0,0
2812,"BRIDGEMAN-SUTTON, A","MCGS","1990-10-27","Eden",0,0,0,0,0,0,124,0,0,0,0,0,0
2813,"GREENFIELD, S","NZ","1990-10-27","Eden",0,0,0,0,0,0,116,0,0,0,0,0,0
2814,"LITTLEWOOD, W","I","1990-10-27","Eden",0,0,0,0,0,0,42,0,0,0,0,0,0
2009,"BURDON, P","National","1990-10-27","Fendalton",1,3,0,0,0,0,10950,1,0,1,10482,0,0
2815,"DAY, T","Labour","1990-10-27","Fendalton",0,0,0,0,0,0,5957,0,0,0,0,0,0
2816,"ROBERTSON, D","GP","1990-10-27","Fendalton",0,0,0,0,0,0,1848,0,0,0,0,0,0
2817,"GAMBLE, E","NL","1990-10-27","Fendalton",0,0,0,0,0,0,1002,0,0,0,0,0,0
2818,"PEARSON, R","CH","1990-10-27","Fendalton",0,0,0,0,0,0,477,0,0,0,0,0,0
2819,"MUIR, M","MCGS","1990-10-27","Fendalton",0,0,0,0,0,0,130,0,0,0,0,0,0
2820,"BOND, D","Democratic","1990-10-27","Fendalton",0,0,0,0,0,0,117,0,0,0,0,0,0
2821,"KIMBER, WA","National","1990-10-27","Gisborne",0,0,0,0,0,0,8196,1,0,1,0,0,0
1769,"WALLBANK, AR","Labour","1990-10-27","Gisborne",1,2,0,0,0,0,7747,0,0,0,10754,0,0
2822,"THORPE, JA","GP","1990-10-27","Gisborne",0,0,0,0,0,0,1186,0,0,0,0,0,0
2823,"HUNT, CD","NL","1990-10-27","Gisborne",0,0,0,0,0,0,739,0,0,0,0,0,0
2824,"BELCHAMBER, M","Social Credit","1990-10-27","Gisborne",0,0,0,0,0,0,136,0,0,0,0,0,0
2825,"COLDHAM-FUSSELL, MA","MCGS","1990-10-27","Gisborne",0,0,0,0,0,0,63,0,0,0,0,0,0
2826,"MCGUNNIGLE, WH","Democratic","1990-10-27","Gisborne",0,0,0,0,0,0,28,0,0,0,0,0,0
2827,"HILT, PM","National","1990-10-27","Glenfield",0,0,0,0,0,0,10194,1,0,1,0,0,0
2206,"KEALL, J","Labour","1990-10-27","Glenfield",1,2,0,0,0,0,7236,0,0,0,10953,0,0
2828,"NORMAN, R","GP","1990-10-27","Glenfield",0,0,0,0,0,0,1831,0,0,0,0,0,0
2829,"GURNEY, GJ","NL","1990-10-27","Glenfield",0,0,0,0,0,0,940,0,0,0,0,0,0
2830,"EFFORD, AJA","Democratic","1990-10-27","Glenfield",0,0,0,0,0,0,319,0,0,0,0,0,0
2831,"ALSTON, DJ","MCGS","1990-10-27","Glenfield",0,0,0,0,0,0,118,0,0,0,0,0,0
2522,"SAMPSON, IR","NZ","1990-10-27","Glenfield",0,0,0,0,0,0,38,0,0,0,146,0,0
2832,"STEEL, T","National","1990-10-27","Hamilton East",0,0,0,0,0,0,9717,1,0,1,0,0,0
2210,"DILLON, B","Labour","1990-10-27","Hamilton East",1,2,0,0,0,0,7596,0,0,0,10397,0,0
2833,"MCKAY, S","NL","1990-10-27","Hamilton East",0,0,0,0,0,0,963,0,0,0,0,0,0
2408,"CAIRNS, GW","MCGS","1990-10-27","Hamilton East",0,0,0,0,0,0,449,0,0,0,255,0,0
2834,"NEAGLE, PA","I","1990-10-27","Hamilton East",0,0,0,0,0,0,329,0,0,0,0,0,0
2835,"JONES, WF","CH","1990-10-27","Hamilton East",0,0,0,0,0,0,328,0,0,0,0,0,0
2836,"STRANGE, F","Social Credit","1990-10-27","Hamilton East",0,0,0,0,0,0,207,0,0,0,0,0,0
2837,"LEVER, D","Democratic","1990-10-27","Hamilton East",0,0,0,0,0,0,110,0,0,0,0,0,0
2523,"EVANS H","I","1990-10-27","Hamilton East",0,0,0,0,0,0,76,0,0,0,265,0,0
2838,"THOMAS, G","National","1990-10-27","Hamilton West",0,0,0,0,0,0,9048,1,0,1,0,0,0
2214,"MALLARD, T","Labour","1990-10-27","Hamilton West",1,2,0,0,0,0,7485,0,0,0,9829,0,0
2839,"HART, L","NL","1990-10-27","Hamilton West",0,0,0,0,0,0,776,0,0,0,0,0,0
2840,"GOODALL, E","CH","1990-10-27","Hamilton West",0,0,0,0,0,0,435,0,0,0,0,0,0
2528,"CALDWELL, PJ","MCGS","1990-10-27","Hamilton West",0,0,0,0,0,0,275,0,0,0,144,0,0
2841,"PETERSON, C","Social Credit","1990-10-27","Hamilton West",0,0,0,0,0,0,268,0,0,0,0,0,0
2842,"LAWN, GD","Democratic","1990-10-27","Hamilton West",0,0,0,0,0,0,163,0,0,0,0,0,0
2843,"WHITTAKER, JW","National","1990-10-27","Hastings",0,0,0,0,0,0,9132,1,0,1,0,0,0
1029,"BUTCHER, DJ","Labour","1990-10-27","Hastings",1,4,1,1,0,0,8404,0,0,0,10879,0,0
2844,"BALL, MD","GP","1990-10-27","Hastings",0,0,0,0,0,0,1246,0,0,0,0,0,0
2845,"MAHER, GL","NL","1990-10-27","Hastings",0,0,0,0,0,0,688,0,0,0,0,0,0
2846,"CHARTERS, GA","I","1990-10-27","Hastings",0,0,0,0,0,0,223,0,0,0,0,0,0
2530,"SANDERS, MC","Democratic","1990-10-27","Hastings",0,0,0,0,0,0,176,0,0,0,758,0,0
2531,"LAWS, M","National","1990-10-27","Hawkes Bay",0,0,0,0,0,0,9878,1,0,1,8783,0,0
2062,"SUTTON, B","Labour","1990-10-27","Hawkes Bay",1,2,0,0,0,0,6983,0,0,0,9642,0,0
2847,"STEWART, R","GP","1990-10-27","Hawkes Bay",0,0,0,0,0,0,1195,0,0,0,0,0,0
2848,"WADDELL, P","NL","1990-10-27","Hawkes Bay",0,0,0,0,0,0,572,0,0,0,0,0,0
2849,"HARRIS, L","Social Credit","1990-10-27","Hawkes Bay",0,0,0,0,0,0,152,0,0,0,0,0,0
2850,"PULFORD, B","Democratic","1990-10-27","Hawkes Bay",0,0,0,0,0,0,77,0,0,0,0,0,0
2851,"MOCKFORD, N","I","1990-10-27","Hawkes Bay",0,0,0,0,0,0,72,0,0,0,0,0,0
2852,"RAMSDEN, A","MCGS","1990-10-27","Hawkes Bay",0,0,0,0,0,0,59,0,0,0,0,0,0
2853,"MCCARDLE, P","National","1990-10-27","Heretaunga",0,0,0,0,0,0,8234,1,0,1,0,0,0
1836,"JEFFRIES, B","Labour","1990-10-27","Heretaunga",1,3,0,0,0,0,7112,0,0,0,10037,0,0
2854,"MILLER, S","GP","1990-10-27","Heretaunga",0,0,0,0,0,0,1194,0,0,0,0,0,0
2855,"BOYD, K","NL","1990-10-27","Heretaunga",0,0,0,0,0,0,1000,0,0,0,0,0,0
2533,"ALLEN, J","CH","1990-10-27","Heretaunga",0,0,0,0,0,0,927,0,0,0,7483,0,0
2856,"COCHRANE, S","WS","1990-10-27","Heretaunga",0,0,0,0,0,0,218,0,0,0,0,0,0
2228,"HENDERSON, B","Democratic","1990-10-27","Heretaunga",0,0,0,0,0,0,164,0,0,0,878,0,0
2857,"MEIJRANT, AR","National","1990-10-27","Hobson",0,0,0,0,0,0,9928,1,0,1,0,0,0
2858,"HENRY, H","Labour","1990-10-27","Hobson",0,0,0,0,0,0,3287,0,0,0,0,0,0
2859,"MOSLEY, R","GP","1990-10-27","Hobson",0,0,0,0,0,0,2313,0,0,0,0,0,0
1884,"GILBERD, RC","Democratic","1990-10-27","Hobson",0,0,0,0,0,0,603,0,0,0,1305,0,0
2860,"BRESLIN, DP","NL","1990-10-27","Hobson",0,0,0,0,0,0,562,0,0,0,0,0,0
2861,"HANCOCK, H","National","1990-10-27","Horowhenua",0,0,0,0,0,0,9727,1,0,1,0,0,0
2229,"KING, A","Labour","1990-10-27","Horowhenua",1,2,1,1,0,0,9103,0,0,0,10822,0,0
2862,"SMITH, M","GP","1990-10-27","Horowhenua",0,0,0,0,0,0,1335,0,0,0,0,0,0
2863,"POND, J","NL","1990-10-27","Horowhenua",0,0,0,0,0,0,659,0,0,0,0,0,0
2864,"POWNALL, M","Social Credit","1990-10-27","Horowhenua",0,0,0,0,0,0,256,0,0,0,0,0,0
2865,"WHITMILL, C","Democratic","1990-10-27","Horowhenua",0,0,0,0,0,0,166,0,0,0,0,0,0
2537,"MUNRO, RJS","National","1990-10-27","Invercargill",1,1,0,0,0,0,10727,1,0,1,10115,0,0
2866,"RAIT, BG","Labour","1990-10-27","Invercargill",0,0,0,0,0,0,6590,0,0,0,0,0,0
2867,"MOORE, J","NL","1990-10-27","Invercargill",0,0,0,0,0,0,746,0,0,0,0,0,0
2538,"TREWEEK, CA","Democratic","1990-10-27","Invercargill",0,0,0,0,0,0,659,0,0,0,1083,0,0
2868,"THOMPSON, HM","Social Credit","1990-10-27","Invercargill",0,0,0,0,0,0,334,0,0,0,0,0,0
2869,"DREAVER, K","LM","1990-10-27","Invercargill",0,0,0,0,0,0,319,0,0,0,0,0,0
2539,"TENNET, E","Labour","1990-10-27","Island Bay",1,1,0,0,0,0,9034,1,0,1,12439,0,0
2870,"NOLAN, A","National","1990-10-27","Island Bay",0,0,0,0,0,0,5399,0,0,0,0,0,0
2871,"HOPE, G","GP","1990-10-27","Island Bay",0,0,0,0,0,0,2343,0,0,0,0,0,0
2872,"MOORE, D","NL","1990-10-27","Island Bay",0,0,0,0,0,0,1342,0,0,0,0,0,0
2873,"SMITH, CH","MCGS","1990-10-27","Island Bay",0,0,0,0,0,0,205,0,0,0,0,0,0
2542,"BARTRAM, IR","I","1990-10-27","Island Bay",0,0,0,0,0,0,125,0,0,0,413,0,0
2874,"TAYLOR, WJ","PP","1990-10-27","Island Bay",0,0,0,0,0,0,115,0,0,0,0,0,0
2875,"DOUCHE, WP","Social Credit","1990-10-27","Island Bay",0,0,0,0,0,0,104,0,0,0,0,0,0
1884,"GILBERD, RJC","Democratic","1990-10-27","Island Bay",0,0,0,0,0,0,57,0,0,0,1305,0,0
2876,"HENDERSON, OJ","I","1990-10-27","Island Bay",0,0,0,0,0,0,37,0,0,0,0,0,0
2547,"ANDERSON, RA","National","1990-10-27","Kaimai",1,1,0,0,0,0,13039,1,0,1,10791,0,0
2877,"DICKSON, GJ","Labour","1990-10-27","Kaimai",0,0,0,0,0,0,4892,0,0,0,0,0,0
2878,"JOHNSTONE, L","GP","1990-10-27","Kaimai",0,0,0,0,0,0,2027,0,0,0,0,0,0
2879,"READ, J","NL","1990-10-27","Kaimai",0,0,0,0,0,0,564,0,0,0,0,0,0
2649,"DASSLER, HO","Social Credit","1990-10-27","Kaimai",0,0,0,0,0,0,398,0,0,0,523,0,0
2880,"BULLOT, RA","MCGS","1990-10-27","Kaimai",0,0,0,0,0,0,136,0,0,0,0,0,0
2881,"LANGMAN, PD","Democratic","1990-10-27","Kaimai",0,0,0,0,0,0,103,0,0,0,0,0,0
2243,"SMITH, AL","National","1990-10-27","Kaipara",1,2,0,0,0,0,11749,1,0,1,11364,0,0
2350,"SELLWOOD, WK","Labour","1990-10-27","Kaipara",0,0,0,0,0,0,3139,0,0,0,4411,0,0
2882,"STEWARD, RJ","GP","1990-10-27","Kaipara",0,0,0,0,0,0,2706,0,0,0,0,0,0
2883,"MCNEALE, PJ","NL","1990-10-27","Kaipara",0,0,0,0,0,0,736,0,0,0,0,0,0
2552,"PETERSON, JN","Democratic","1990-10-27","Kaipara",0,0,0,0,0,0,539,0,0,0,1150,0,0
2884,"BUDVIETAS, PS","MCGS","1990-10-27","Kaipara",0,0,0,0,0,0,171,0,0,0,0,0,0
2555,"SOWRY, RM","National","1990-10-27","Kapiti",0,0,0,0,0,0,11262,1,0,1,9094,0,0
1543,"SHIELDS, MK","Labour","1990-10-27","Kapiti",1,3,1,1,0,0,9663,0,0,0,11854,0,0
2885,"HAWKE, R","NL","1990-10-27","Kapiti",0,0,0,0,0,0,1219,0,0,0,0,0,0
2886,"MANNING, LF","Democratic","1990-10-27","Kapiti",0,0,0,0,0,0,433,0,0,0,0,0,0
2887,"BUCHANAN, S","MCGS","1990-10-27","Kapiti",0,0,0,0,0,0,319,0,0,0,0,0,0
2888,"SQUIRE, KR","Social Credit","1990-10-27","Kapiti",0,0,0,0,0,0,195,0,0,0,0,0,0
1253,"BOLGER, JB","National","1990-10-27","King Country",1,6,0,1,0,0,10406,1,0,1,10942,0,0
2889,"GORDON, C","Labour","1990-10-27","King Country",0,0,0,0,0,0,3132,0,0,0,0,0,0
2890,"CADMAN, LF","GP","1990-10-27","King Country",0,0,0,0,0,0,1368,0,0,0,0,0,0
2891,"MARTIN, D","NL","1990-10-27","King Country",0,0,0,0,0,0,497,0,0,0,0,0,0
