"Goff, Phil"	12/5/1999	10/18/2005	1	0
"Peters, Winston"	10/19/2005	8/28/2008	1	0
"Clark, H"	8/29/2008	11/18/2008	1	0
"Burton, Mark"	12/5/1999	11/12/2000	0	0
"Hawkins, George"	11/13/2000	10/18/2005	0	0
"Barker, Rick"	10/19/2005	11/18/2008	0	0
"King, Annette"	12/5/1999	10/18/2005	1	0
"Hodgson, Pete"	10/19/2005	11/4/2007	1	0
"Cunliffe, David"	11/5/2007	11/18/2008	1	0
"Goff, Phil"	12/5/1999	10/18/2005	1	0
"Burton, Mark"	10/19/2005	10/30/2007	1	0
"Barker, Rick"	10/31/2007	11/18/2008	1	0
"Harre, Laila"	12/5/1999	8/14/2002	0	0
"Dyson, Ruth"	8/15/2002	10/18/2005	0	0
"Dalziel, Lianne"	10/19/2005	11/4/2007	0	0
"Chadwick, Stephanie"	11/5/2007	11/18/2008	0	0
"Lee-Vercoe, Sandra"	12/5/1999	8/14/2002	0	0
"Carter, Chris"	8/15/2002	10/30/2007	0	0
"Chadwick, Stephanie"	10/31/2007	11/18/2008	0	0
"Samuels, Dover"	12/10/1999	6/27/2000	0	0
"Horomia, Parekura"	6/28/2000	11/18/2008	0	0
"Sutton, Jim"	12/10/1999	10/18/2005	0	0
"Anderton, Jim"	10/19/2005	11/18/2008	0	0
"Maharey, Steve"	12/10/1999	10/30/2007	0	0
"Dyson, Ruth"	10/31/2007	11/18/2008	0	0
"Robson, Matt"	12/5/1999	8/14/2002	0	0
"Swain, Paul"	8/15/2002	10/18/2005	0	0
"O'Connor, Damien"	10/19/2005	11/4/2007	0	0
"Goff, Phil"	11/5/2007	11/18/2008	0	0
"Cullen, Michael"	12/10/1999	10/18/2005	1	0
"Dunne, Peter"	10/19/2005	11/18/2008	1	0
"English, Bill"	11/19/2008	12/31/2016	1	0
"Brownlee, Gerry"	11/19/2008	11/25/2011	0	0
"Joyce, Steven"	11/26/2011	12/31/2016	0	0
"Power, Simon"	11/19/2008	11/25/2011	1	0
"Collins, Judith"	11/26/2011	9/19/2014	1	0
"Adams, Amy"	9/20/2014	12/31/2016	1	0
"Ryall, Tony"	11/19/2008	9/19/2014	1	0
"Coleman, Jonathan"	9/20/2014	12/31/2016	1	0
"Smith, Nick"	11/19/2008	3/20/2012	0	0
"Adams, Amy"	3/21/2012	9/19/2014	0	0
"Smith, Nick"	9/20/2014	12/31/2016	0	0
"Collins, Judith"	11/19/2008	11/25/2011	0	0
"Tolley, Anne"	11/26/2011	9/19/2014	0	0
"Woodhouse, Michael"	9/20/2014	12/30/2015	0	0
"Collins, Judith"	12/14/2015	12/31/2016	0	0
"Tolley, Anne"	11/19/2008	11/25/2011	0	0
"Parata, Hekia"	11/26/2011	12/31/2016	0	0
"Finlayson, Chris"	11/19/2008	12/31/2016	0	0
"Carter, David"	11/19/2008	11/25/2011	0	0
"McCully, Murray"	11/19/2008	12/31/2016	1	0
"Groser, Tim"	11/19/2008	12/18/2015	0	0
"McClay, Todd"	12/14/2015	12/31/2016	0	0
"Mapp, Wayne"	11/19/2008	11/25/2011	1	0
"Coleman, Jonathan"	11/26/2011	9/19/2014	1	0
"Brownlee, Gerry"	9/20/2014	12/31/2016	1	0
"Joyce, Steven"	11/19/2008	11/25/2011	0	0
"Brownlee, Gerry"	11/26/2011	12/31/2016	0	0
"Heuheu, Georgina te"	11/19/2008	11/25/2011	0	0
"Borrows, Chester"	11/26/2011	9/19/2014	0	0
"Adams, Amy"	9/20/2014	12/31/2016	0	0
"Bennett, Paula"	11/19/2008	9/19/2014	0	0
"Tolley, Anne"	9/20/2014	12/31/2016	0	0
"Heatley, Phil"	11/19/2008	11/25/2011	0	0
"Wong, Pansy"	11/19/2008	11/11/2010	0	0
"Collins, Judith"	11/26/2011	9/19/2014	0	0
"Lotu-Iiga, Pesata Sam"	9/20/2014	12/31/2016	0	0
"Coleman, Jonathan"	11/19/2008	12/31/2016	0	0
"Guy, Nathan"	11/26/2011	9/19/2014	0	0
"Woodhouse, Michael"	9/20/2014	12/31/2016	0	0
"Wilkinson, Kate"	11/19/2008	1/30/2013	0	0
"Bridges, Simon"	1/31/2013	9/19/2014	0	0
"Adams, Amy"	11/26/2011	3/20/2012	0	0
"Tremain, Chris"	3/21/2012	9/19/2014	0	0
"Dunne, Peter"	9/20/2014	12/31/2016	0	0
"Smith, Nick"	11/26/2011	3/20/2012	0	0
"Carter, David"	3/21/2012	1/30/2013	0	0
"Tremain, Chris"	1/31/2013	9/19/2014	0	0
"Bennett, Paula"	9/20/2014	12/31/2016	0	0
"Carter, David"	11/26/2011	1/30/2013	0	0
"Guy, Nathan"	1/31/2013	12/31/2016	0	0
"Barry, Maggie"	9/20/2014	12/31/2016	0	0
