"Falloon, J"	11/29/1993	10/11/1996	0	0
"Creech, W"	11/29/1993	10/11/1996	0	0
"Graham, D"	11/29/1993	10/11/1996	1	0
"Banks, J"	11/29/1993	10/11/1996	0	0
"Marshall, D"	11/29/1993	10/11/1996	0	0
"Luxton, J"	11/29/1993	10/11/1996	0	0
"Cooper, W"	11/29/1993	10/11/1996	1	0
"Williamson, M"	11/29/1993	10/11/1996	0	0
"McCully, M"	11/29/1993	10/11/1996	0	0
"Gresham, P"	11/29/1993	10/11/1996	0	0
"Cliffe, B"	11/29/1993	10/11/1996	0	0
"Bolger, J"	10/12/1996	12/5/1997	1	1
"Peters, W"	10/12/1996	12/5/1997	0	0
"East, P"	10/12/1996	12/5/1997	1	0
"Creech, W"	10/12/1996	12/5/1997	0	0
"Birch, W"	10/12/1996	12/5/1997	1	0
"McKinnon, D"	10/12/1996	12/5/1997	0	0
"English, B"	10/12/1996	12/5/1997	1	0
"Graham, D"	10/12/1996	12/5/1997	1	0
"Henare, T"	10/12/1996	12/5/1997	0	0
"Shipley, J"	10/12/1996	12/5/1997	0	0
"Shipley, J"	12/6/1997	11/26/1999	1	1
"Peters, W"	12/6/1997	8/13/1998	0	0
"Creech, W"	12/6/1997	11/26/1999	1	0
"Graham, D"	12/6/1997	11/26/1999	1	0
"Bradford, M"	12/6/1997	11/26/1999	1	0
"English, W"	12/6/1997	11/26/1999	0	0
"Smith, N"	2/1/1999	11/26/1999	0	0
"Birch, W"	12/6/1997	11/26/1999	1	0
"McKinnon, D"	12/6/1997	11/26/1999	0	0
"Henare, T"	12/6/1997	11/26/1999	0	0
"Williamson, M"	12/6/1997	11/26/1999	0	0
"Clark, H"	12/5/1999	11/18/2008	1	1
"Key, J"	11/19/2008	12/31/2016	1	1
"Anderton, Jim"	12/5/1999	8/14/2002	1	0
"Cullen, Michael"	8/15/2002	11/17/2008	1	0
"Wilson, Margaret"	12/5/1999	2/27/2005	0	0
"Cullen, Michael"	2/28/2005	10/18/2005	0	0
"Parker, David"	10/19/2005	3/19/2006	0	0
"Cullen, Michael"	3/21/2006	11/18/2008	0	0
"Mallard, Trevor"	12/5/1999	10/18/2005	0	0
"Maharey, Steve"	10/19/2005	10/30/2007	0	0
"Carter, Chris"	10/31/2007	11/18/2008	0	0
"Cullen, Michael"	12/5/1999	11/18/2008	1	0
