Date	Electorate	Electorate #	Name	Party	Votes	Elected
10/12/1996	Te Tai Rawhiti	63	"DELAMERE, JOHN"		10647	
10/12/1996	Te Tai Rawhiti	63	"ITI, TAME"		1372	
10/12/1996	Te Tai Rawhiti	63	"KOPU, MANU ALAMEIN"		1210	
10/12/1996	Te Tai Rawhiti	63	"PATTERSON, LYNETTE"		70	
10/12/1996	Te Tai Rawhiti	63	"TAPSELL, PETER"		6432	
10/12/1996	Te Tai Tokerau	64	"AUSTIN, MARY ISOBEL"		84	
10/12/1996	Te Tai Tokerau	64	"BAKER, MARYANNE PARAONE-KAWITI"		740	
10/12/1996	Te Tai Tokerau	64	"CAMPBELL, PETER"		1468	
10/12/1996	Te Tai Tokerau	64	"DARGAVILLE, RIHARI DICK"		931	
10/12/1996	Te Tai Tokerau	64	"HAWKE, JOE"		4408	
10/12/1996	Te Tai Tokerau	64	"HENARE, TAU"		12826	
10/12/1996	Te Tai Tokerau	64	"JULIAN, K.T."		99	
10/12/1996	Te Tai Tokerau	64	"SUTHERLAND, LARRY"		299	
10/12/1996	Te Tai Tokerau	64	"TAURUA, KINGI ERUERA"		370	
10/12/1996	Te Tai Tonga	65	"BEDWELL, J CLIFF"		1115	
10/12/1996	Te Tai Tonga	65	"KAIWAI, HONE"		1916	
10/12/1996	Te Tai Tonga	65	"RICKARD, TUAIWA EVA"		1220	
10/12/1996	Te Tai Tonga	65	"TIRIKATENE-SULLIVAN, WHETU"		7372	
10/12/1996	Te Tai Tonga	65	"WHAANGA-MORRIS, HONTY"		873	
10/12/1996	Te Tai Tonga	65	"WYLLIE, TUTEKAWA"		7657	
